network_age,Aggregate_Total_Rev,Aggregate_SMS_Rev,Aggregate_Data_Rev,Aggregate_Data_Vol,Aggregate_ONNET_REV,Aggregate_OFFNET_REV,aug_user_type_3G,sep_user_type_3G,aug_fav_a_mobilink,aug_fav_a_ufone,sep_fav_a_mobilink,sep_fav_a_ufone,Class
215,316.06,12.25,91.25,20587154.08,114,358,1,1,0,0,0,0,Active
224,157.1348,10.5,11.25,9.7246,1344,5637,0,0,0,1,0,1,Churned
255,51.9868,4.78,12.5,468.0684,366,2110,1,1,0,1,0,1,Active
340,86.696,20.87,21.25,390.208,24,2520,0,0,1,0,0,1,Churned
360,115.7052,0,0,1639.8564,7932,1160,0,0,0,1,0,1,Churned
362,876.42,0,0,1059366.387,0,102,1,1,0,0,0,1,Active
371,13.402,0,1.25,29283.8877,132,0,0,0,0,0,0,0,Churned
375,245.9824,5.9,3.75,3980246.229,7035,7316,1,1,0,0,0,1,Churned
405,143.9584,14.9,32.5,1989145.399,330,2355,1,1,0,0,0,0,Churned
405,70.748,17.84,0,17.1338,558,1361,1,0,0,1,0,1,Churned
407,81.2876,19.99,0,39.8291,1146,2999,1,1,0,0,0,1,Churned
414,2265.09,1.75,748.75,2313833.337,58788,19093,1,1,0,0,0,1,Active
441,169.5648,45.6,3.75,6635.3525,48,5457,0,0,1,0,1,0,Churned
441,102.016,0.01,7.5,3741303.069,12,179,1,1,0,0,0,0,Churned
476,267.35,33.25,38.75,19628752.47,3012,3712,0,0,0,0,0,1,Churned
517,288.998,16.56,47.5,135483.1367,10200,6065,0,0,0,0,0,1,Churned
558,59.4388,18.54,21.25,1131.0879,24,864,1,1,0,0,0,1,Churned
585,674.984,25.87,95,11937595.66,3636,3831,1,1,0,0,0,1,Active
588,32.524,11.95,11.25,1018.0488,24,358,0,0,0,1,0,1,Churned
595,392.79,43.15,125,803877.7187,3258,1540,0,0,0,1,0,0,Churned
595,538.858,0,70,14902271.69,24,753,1,1,0,0,0,0,Churned
609,336.6408,41.11,16.25,674.7998,10137,8914,0,0,0,0,0,1,Active
610,195.708,24.37,36.25,208950.1485,1608,932,1,1,0,0,0,1,Churned
617,27.138,7.77,3.75,43513.3242,0,179,0,0,0,0,0,0,Churned
630,347.494,2.36,106.25,2571466.441,2076,537,1,1,0,1,0,1,Churned
635,41.48,16.09,2.5,9.8418,114,358,0,0,0,0,0,0,Churned
659,30.534,8.92,1.25,2.0215,288,1246,0,0,0,1,0,1,Churned
670,2155.47,47.84,118.75,5767166.408,0,537,1,1,0,0,0,1,Active
679,1401.1316,1.98,27.5,67.8037,38472,8627,0,0,0,0,0,1,Active
687,1541.4164,165.81,10,357186.3018,16110,12028,0,0,0,0,0,1,Churned
714,1053.9892,56.34,13.75,1874057.902,14796,36045,1,1,0,0,0,1,Active
719,180.296,2.62,11.25,10442434.63,1386,3263,1,1,0,0,0,1,Active
745,450.4512,32.15,42.47,118434.7422,8753,978,0,0,0,0,0,1,Active
757,560.3904,14.34,0,198.2295,9276,6227,1,1,0,1,0,1,Churned
808,258.196,18.44,15,343.5898,156,14359,1,1,0,0,0,1,Churned
830,1269.8304,0,63.75,53822264.18,492,1432,1,1,0,1,0,1,Active
846,1921.9724,20.12,10,509.0049,47161,72459,0,0,0,1,0,1,Active
847,222.7304,0,55,755157.4844,2409,1037,0,0,0,0,0,0,Active
855,43.154,14.34,1.25,4.9688,0,867,0,0,1,0,0,0,Churned
864,2630.57,32.57,1.25,107169.3438,99804,43944,1,1,0,1,0,1,Churned
873,274.64,37.48,26.25,7724.8985,7212,3702,1,1,0,0,0,0,Churned
890,1794.462,3.59,42.5,11150805.17,3168,31502,1,1,0,1,0,1,Active
906,57.9,7.17,21.25,69978.7031,0,905,0,0,1,0,0,0,Churned
911,48.364,30.73,1.25,20.9238,0,179,0,0,0,0,0,0,Churned
913,634.5116,21,5,46268.8594,10116,3247,0,0,0,1,0,1,Churned
924,254.144,43.58,16.25,832,990,7665,0,0,0,0,0,0,Churned
929,42.89,23.9,0,21.0293,24,1157,0,1,0,0,0,0,Churned
931,406.38,1.75,100,4314.3526,318,3743,1,1,0,0,0,0,Active
931,296.42,1.75,26.25,36708.586,540,1641,0,0,0,1,0,1,Active
942,39.8304,3.49,0,75.1768,366,1941,0,0,0,0,0,0,Churned
942,125.15,1.75,21.25,12096.7159,108,2625,1,1,0,0,0,0,Churned
950,261.39,0,1.25,110071.6533,2946,11282,0,1,0,0,0,1,Churned
960,125.15,1.75,21.25,12096.7159,108,2625,1,1,0,1,0,0,Active
966,433.328,0.01,80,8858228.871,630,4282,1,1,0,1,1,0,Active
983,1639.7928,0,75,13255209.34,0,3549,1,1,0,0,0,1,Active
991,76.968,12.82,37.5,29.2568,1326,358,0,0,0,1,0,1,Churned
1003,543.9464,4.1,7.5,21058.7041,12593,12826,0,0,0,0,0,1,Active
1010,726.58,2.62,10,22939555.07,2670,1749,1,1,0,1,0,1,Active
1014,317.618,11.96,0,1759.0693,3516,11525,1,1,0,0,1,0,Active
1018,17.052,0,10,23411631.68,318,0,1,1,0,1,0,1,Churned
1021,526.8304,0.01,46.25,231107.3379,2700,2386,0,0,0,0,0,1,Active
1028,56.122,7.17,42.5,3944.5361,0,358,0,0,0,0,0,0,Churned
1042,86.89,23.26,5,3.9551,3816,444,0,0,0,1,0,1,Churned
1048,909.98,13.71,0,54.04,0,179,0,0,0,0,0,1,Active
1053,1078.9224,2.39,0,8.873,2274,648,0,0,0,1,0,1,Active
1059,149.1424,16.56,12.5,126593.5254,852,3789,0,0,0,0,0,1,Churned
1099,74.486,10.67,5,1102293.895,516,1104,1,1,0,1,0,1,Churned
1099,134.61,56.72,53.75,17591.0469,324,1324,1,1,0,0,0,1,Churned
1135,81.86,25.65,3.75,88186.9102,0,880,1,1,0,0,0,0,Churned
1135,56.408,3.52,45,8103814.455,0,358,1,1,0,0,0,0,Churned
1143,61.198,10.03,5,199.4111,12,395,1,0,0,0,0,0,Churned
1151,324.168,2.62,2.5,21471.5733,3823,1003,0,0,0,0,0,1,Churned
1196,155.0008,24.26,2.5,254941.6182,0,3810,0,0,0,0,1,0,Churned
1196,585.89,34.59,218.75,472293.376,1830,2650,0,0,0,0,0,0,Churned
1199,196.4396,4.11,16.25,85971.0928,2400,1623,0,0,1,0,0,1,Active
1202,409.108,122.9,21.25,1549688.659,2826,2691,1,1,0,0,0,1,Active
1209,311.306,2.62,88.75,352675.4297,180,2806,0,0,1,0,0,0,Churned
1257,855.656,7.4,221.25,33095591.74,4569,2423,1,1,1,0,0,1,Active
1257,42.332,16.73,3.75,102.1729,228,546,0,0,0,1,0,1,Churned
1259,582.25,14.17,25,49100.1172,12270,5720,0,0,0,0,0,1,Churned
1266,819.494,51.56,5,105176.2051,3294,38174,0,0,0,0,0,1,Churned
1273,208.0276,7,46.25,22021658.22,0,472,1,1,0,0,0,0,Churned
1278,79.5704,20.25,5,42052.4189,36,1373,0,0,0,0,0,0,Churned
1283,86.39,24.5,1.55,2999.5997,859,322,0,0,0,1,0,1,Active
1296,86.294,15.68,0,8911525.136,384,1185,0,0,0,0,0,1,Churned
1317,24.906,11.95,3.75,32.9023,0,179,1,1,0,0,0,0,Churned
1317,214.5252,28.6,53.75,24756.7109,0,5399,0,0,0,0,0,0,Churned
1318,264.944,0,82.5,85768.667,318,3358,0,0,0,1,0,1,Churned
1319,629.43,0.62,40,6246910.872,300,10991,1,1,1,0,1,0,Churned
1324,43.63,0.01,5,13.1807,366,374,0,1,0,1,0,1,Churned
1343,48.3496,0,32.5,4568.6416,36,293,0,0,0,0,0,1,Active
1350,33.114,9.56,13.75,656.3877,0,358,1,1,0,0,0,0,Churned
1353,116.4484,7.17,36.25,8455640.64,0,688,0,0,0,0,0,0,Churned
1354,1185.0548,2.27,30,1902.3672,12999,7709,1,1,0,1,0,1,Active
1355,507.776,4.37,0,709844.5869,8964,9148,1,1,0,1,0,1,Active
1361,299.4456,11.36,52.5,2545.6172,318,9611,1,1,0,0,0,0,Churned
1374,1066.842,0,191.25,11526301.73,120,6656,1,1,1,0,0,1,Active
1399,60.292,25.65,3.75,56.3018,558,713,0,0,0,1,0,0,Churned
1407,94.5084,0,25,1032.7432,2658,2318,0,0,1,0,0,1,Churned
1423,136.3,0,10,287861.3066,12,1540,0,0,0,0,0,1,Active
1433,37.0024,14.82,13.75,2441.9629,114,179,0,1,0,0,0,0,Churned
1436,98.0328,5.25,0,245.7012,96,4092,0,0,0,1,0,0,Churned
1469,84.422,12.42,1.25,0.125,2634,3460,0,0,0,1,0,1,Active
1477,207.4608,28.87,2.5,17646.5743,10008,2771,0,0,0,0,0,1,Churned
1492,1061.848,14.64,0,77210.292,6642,713,0,0,0,0,0,1,Active
1493,434.1572,35.57,91.25,1196437.882,420,8676,0,0,0,0,0,1,Active
1499,361.7256,35.32,0,3288.1631,8124,4136,0,0,1,0,0,1,Active
1505,217.75,14,103.75,357537.4287,0,407,0,0,1,0,0,0,Churned
1532,60.064,0.01,0,3.2871,3024,2310,0,0,0,0,0,1,Churned
1533,102.102,1.75,1.25,0.1016,4518,725,1,1,0,1,0,1,Active
1552,90.33,5.25,15.75,704.332,1500,114,0,0,1,0,0,1,Active
1603,84.98,17.5,0,36.0762,2640,2840,1,1,0,0,0,1,Churned
1614,530.2,6.85,1.25,3.3447,6822,6274,0,0,0,0,1,0,Active
1615,263.77,32.65,21.25,900.1602,2352,9658,1,1,1,0,1,0,Churned
1651,23.01,7.17,6.25,24.1104,570,293,1,0,0,0,0,0,Churned
1668,63.386,31.3,3.75,190.6748,228,716,1,1,0,0,0,0,Churned
1698,479.93,4.37,0,899252.9463,432,2278,0,0,0,1,0,0,Churned
1717,307.322,164.83,7.5,384,0,5940,1,1,0,0,0,0,Churned
1745,1030.65322,69.01,136.25,2891582.573,12,2685,1,0,0,1,0,0,Churned
1758,311.0628,0,55,179282.8418,1092,904,0,0,0,1,0,0,Active
1758,478.566,14.31,85,514032.2305,1056,5955,0,0,0,0,0,0,Churned
1777,1337.31,0.6,0,2924192.745,0,39793,1,1,0,0,0,1,Active
1802,797.312,56,56.25,625726.6943,6678,39974,0,0,0,0,0,0,Active
1821,129.0092,13.06,13.75,5227778.697,744,1898,1,1,0,0,0,1,Churned
1827,580.09,0,135,9873736.892,0,191,1,1,0,0,0,0,Active
1836,41.08,11.96,2.5,72.835,60,1920,0,0,1,0,0,1,Churned
1845,476.44,19.85,0,86713.3955,490,179,1,1,0,0,0,0,Active
1845,114.062,19.34,3.75,52.9883,990,2623,1,1,0,0,0,1,Churned
1868,120.1204,23.49,31.25,440.1846,0,4254,0,0,1,0,1,0,Churned
1915,141.462,19.74,0,2937.3359,378,4457,0,0,0,0,0,0,Churned
1967,54.1,8.75,0,18.3936,696,2274,1,0,0,0,0,0,Churned
1971,47.1204,28.36,5,231.5186,24,228,1,1,0,1,0,1,Churned
1972,1344.44,15.35,0,2156924.857,12198,12700,0,1,0,0,0,1,Active
1974,409.2608,1.1,2.5,79.1602,8979,3634,0,0,1,0,0,1,Active
1991,135.11,0.61,0,3073269.819,300,358,1,1,0,0,0,1,Active
2018,468.9204,7.17,3.75,7.4394,1854,29087,1,1,1,0,1,0,Churned
2028,227.582,45.88,6.25,24.4424,2916,5042,0,0,0,0,0,0,Churned
2032,122.65,7.73,0,183047.1699,1800,5778,0,0,0,1,0,1,Churned
2051,523.2776,49.88,18.75,168358.9795,7331,5462,0,0,0,1,0,1,Active
2082,253.5488,0,22.5,14139290.29,216,14545,0,0,0,0,0,0,Churned
2083,126.918,0,1.25,0.1016,5955,521,0,0,1,0,0,1,Churned
2085,75.158,20.7,1.25,47.126,24,2440,0,0,0,0,0,0,Churned
2152,20.74,0,1.25,873602.5283,24,701,0,0,0,1,0,1,Churned
2169,462.9148,36.2,0,2.0498,2850,2273,1,1,0,0,0,1,Active
2172,16.642,0,8.75,131274.5869,0,203,0,0,0,0,0,0,Churned
2187,192.592,25.65,21.25,4867.9609,6876,3628,0,1,1,0,0,1,Churned
2202,59.2724,0,0,161.8057,4266,179,1,1,0,0,0,1,Active
2213,676.1452,17.21,23.75,341473.6563,240,14062,1,1,0,0,0,1,Active
2215,42.91,19.12,13.75,704,0,358,0,0,0,0,0,0,Churned
2260,914.28,5.25,1.25,874135.6006,0,3238,1,1,0,0,0,1,Active
2260,150.22,0,1.25,1.0791,2325,1874,0,0,0,1,0,1,Active
2273,1305.6124,0,82.5,6197539.493,954,371,1,1,1,0,0,1,Active
2285,59.2024,0,32.5,519.3096,360,611,0,0,0,0,0,1,Churned
2297,165.53,7.73,56.25,157266.4355,0,2163,0,0,1,0,0,0,Churned
2319,571.7,6.53,37.5,10781330.63,780,1898,0,0,0,0,0,1,Churned
2365,477.89,5.26,0,1507078.611,1284,1611,1,1,0,0,0,1,Churned
2402,31.37,9.56,1.25,19.4805,0,1111,0,0,0,0,0,0,Churned
2429,254.788,54.97,63.75,267606.5508,1512,2382,0,0,0,0,0,0,Churned
2450,292.84,0,13.75,309202.9942,1644,179,0,0,0,1,0,1,Active
2473,1255.01,107.97,107.5,9007544.921,9024,33506,1,1,0,0,0,0,Active
2591,145.49,0,2.5,77.4834,5568,3802,1,1,0,1,0,1,Churned
2605,140.6,35.85,38.75,152983.708,0,895,1,1,0,0,0,0,Churned
2658,407.76,14,5,25586.6807,3941,10269,0,0,0,0,0,1,Active
2750,357.23,0,127.5,4776004.409,2385,1463,0,0,0,1,0,1,Active
2769,300.5156,71.19,0,1258.0498,318,12491,1,1,0,0,0,0,Churned
2783,459.8972,116.76,26.25,4065074.857,558,12040,1,1,0,1,1,0,Churned
2846,33.634,14.34,0,4181.1016,12,1439,0,0,0,0,0,1,Churned
2856,66.232,14.57,11.25,502.3643,168,2234,0,0,0,1,0,0,Churned
2875,750.256,3.59,0,27301.9932,6678,2360,0,0,0,0,0,1,Active
3099,159.0648,26.18,22.5,15801.0879,2082,4107,1,1,0,0,0,0,Churned
3187,335.21,17.27,45,658241.8184,468,1373,1,1,0,0,0,0,Churned
3188,1120.4912,20.99,132.5,363669.5761,40032,18842,1,1,1,0,0,1,Churned
3384,118.778,16.73,53.75,174737.1826,0,179,1,1,0,0,0,0,Churned
3441,16.122,1.75,8.75,271.1836,120,179,0,0,0,1,0,1,Churned
3445,85.088,28.68,21.25,1541.9365,24,358,0,0,0,1,0,0,Churned
3487,98.894,1.8,21.25,31186.96,48,179,0,0,0,0,0,1,Churned
3491,242.376,3.5,17.5,29042.71,8088,3170,0,0,0,1,0,1,Active
3500,100.71,1.76,0,526910.4775,0,185,0,0,0,0,0,0,Active
3505,191.332,0,44,406817.2071,48,358,1,1,0,1,0,1,Active
3610,1786.06,1.75,65,24044071.8,36,537,1,1,0,0,0,0,Active
3621,192.19,46.55,2.5,2185.9815,4572,6382,0,0,0,1,0,1,Churned
3623,87.954,21.51,3.75,182.4531,2220,904,0,0,0,0,0,1,Churned
3626,437.69,7,40,1357.793,8652,12966,0,0,0,1,0,1,Churned
3667,54.8204,20.23,0,15595.75,540,1209,0,0,1,0,0,1,Churned
3669,57.37,32.57,1.25,44.168,0,1769,0,0,1,0,0,0,Churned
3722,611.5536,10.35,0,954.2979,15468,4763,1,1,0,1,0,1,Active
4118,941.06,0,0,401235.039,0,5001,1,1,0,1,0,1,Churned
4150,473.8,4.14,2.5,8299015.549,2582,5254,1,1,0,1,0,1,Active
4162,166.936,29.15,42.5,114251.0625,0,713,1,1,0,0,0,0,Churned
4837,229.82,24.76,77.5,128160.6065,789,4047,0,0,0,0,0,1,Active
577,832.48,97.04,126.25,4214737.323,0,179,1,1,0,0,0,0,Active
2555,773.58,43.75,115,415522.1689,18157,12488,0,0,0,0,0,0,Churned
2947,661.55,66.73,32.5,1305606.714,2916,11871,1,1,0,0,0,0,Churned
1967,107.642,26.29,0,51557.2988,3507,705,0,1,0,0,0,1,Churned
2131,1798.49,60.1,0,703336.3213,16011,25750,1,1,0,1,0,1,Active
2233,492.6008,23.09,15,1464487.252,3286,12282,1,1,0,0,0,0,Churned
2282,192.716,20.23,2.5,22163.0821,48,3429,1,1,0,1,0,0,Churned
2898,981.85,0,0,43002.6015,0,7298,1,1,1,0,1,0,Active
3201,530.53,48.21,7.5,20.2422,2656,11951,0,0,0,0,0,0,Active
4871,1622.86,9.48,103.75,363073.4345,0,19653,1,1,0,0,0,1,Active
3352,397.296,107.1,30,40258.2734,801,2043,0,0,0,0,0,0,Active
2278,542.152,5.98,1.25,1.7324,2737,3753,0,0,0,0,0,0,Active
1391,34.034,3.5,17.5,1579.3291,251,179,0,0,0,0,0,1,Churned
1680,17.392,0,15,568.8701,0,0,0,0,0,0,0,0,Active
1284,113.388,10.5,8.75,22865.5576,946,2987,0,0,0,1,0,1,Active
2256,1455.496,1.75,0,59442.083,287,2747,0,0,0,0,0,1,Active
2312,733.2712,65.48,5,75.4766,2761,4470,1,1,1,0,0,1,Active
2385,372.63,3.51,1.25,6.0898,10411,22039,0,0,0,0,1,0,Active
2542,1111.346,53.37,1.25,1024007.231,9179,7889,0,0,0,0,0,1,Active
2622,15.462,0,3.75,28.6494,753,179,0,0,0,1,0,1,Active
2741,1310.8968,21.86,1.25,54.9502,11124,18160,0,0,0,0,0,1,Active
2824,1957.5208,81.96,40,374.4248,39775,16878,0,0,0,0,0,1,Active
4065,987.102,23.92,0,120262.5928,0,39856,1,1,0,0,0,1,Churned
1643,612.39,0,90,1070314.812,909,4210,1,1,0,0,0,1,Churned
2135,175.46,0,0,3056837.457,324,251,1,1,0,1,0,1,Churned
2576,1222.2204,41.85,131.25,353759.3291,18635,34804,0,0,0,0,0,1,Churned
92,672.24,68.89,62.5,232209.208,20963,16896,1,1,1,0,0,0,Churned
117,1367.682,269.5,20,692988.9336,24450,57470,1,1,0,1,0,0,Churned
414,2249.99,0,0,3881713.481,0,39755,1,1,0,1,0,1,Churned
668,4719.88,1.75,0,824864.7744,34918,239048,1,1,1,0,0,1,Churned
978,461.37,0,0,5974.6787,0,299,0,0,0,0,0,1,Churned
1119,3124.0716,3.5,1.25,26.1445,2900,196908,0,0,0,0,0,1,Churned
1248,1231.76,69.45,1.25,23.7227,24956,16760,1,1,0,0,0,1,Churned
1257,582.2304,0,0,106993.877,4776,537,0,0,0,1,0,1,Churned
1358,290.3452,0,13.75,670886.1133,636,7409,1,1,0,0,0,0,Churned
1436,322.77,12.1,1.25,10.8926,4243,10397,0,0,1,0,0,0,Churned
1498,433.16,46.37,56.25,9327.9707,9251,14077,0,0,1,0,0,1,Churned
1965,10042.3532,1.75,2.5,41.7314,381174,431440,0,0,0,0,0,1,Churned
2157,468.08,0,8.75,1581082.119,0,0,1,1,0,0,0,1,Churned
2330,1890.53,133.86,0,192423.0557,17831,107405,1,1,0,1,0,1,Churned
3046,1148.9524,0,12.5,1654913.076,0,30092,1,1,0,0,0,1,Churned
3345,3130.698,54.93,1.25,5136.5693,38778,97055,0,0,1,0,1,0,Churned
3614,988.472,12.89,57.5,1586000.986,1979,4591,1,1,0,0,0,1,Churned
100,506.666,254.62,32.5,694453.0645,17436,2520,1,1,0,1,0,1,Churned
136,1363.136,175.88,143.75,2015667.562,18540,11831,1,1,0,0,0,0,Churned
188,342.7304,0,115,3433571.213,2244,2506,1,1,0,0,0,1,Churned
1174,1300.94,2.35,27.5,1831580.459,6420,33346,0,0,0,0,0,1,Churned
1212,1494.8088,4.37,22.5,4970058.625,3454,4918,1,1,0,0,0,1,Churned
101,472.52,0,0,100114.4131,1928,358,0,0,0,0,0,1,Active
110,823.8416,0,215,2622796.203,204,13682,1,1,0,0,0,0,Active
111,47.81,25.95,13.75,453.0557,0,667,1,1,0,0,0,0,Churned
120,233.54,3.5,0,90.1064,8227,8477,0,0,0,0,0,1,Active
121,125.122,0.5,78.75,1674288.928,729,1908,0,1,0,1,0,0,Active
130,141.01,6,3.75,5001.0449,360,10852,1,0,0,0,1,0,Churned
142,2172.48,59.08,40,20080.9482,43740,56651,1,0,0,0,0,1,Churned
144,545.66,24.21,12.5,93433.5361,18756,1292,1,1,0,1,0,1,Churned
160,348.97,0,3.75,5739745.548,12,938,1,1,0,1,0,0,Churned
162,1013.98,172.01,137.5,1081173.539,4095,24924,1,1,1,0,0,0,Churned
168,988.108,23.97,8.75,2067125.635,1190,715,1,1,0,0,0,1,Active
177,956.7264,10.5,11.25,2258.7432,62690,12643,0,0,0,0,0,0,Active
192,1363.0804,1.75,97.5,8960971.321,1704,2835,1,1,1,0,0,1,Active
210,264.61,3.82,1.25,4.3926,1386,3800,0,0,0,0,0,1,Churned
215,1082.55,5.98,5,3181991.859,0,1432,1,1,0,1,0,1,Active
218,412.2052,11.1,6.25,2989776.351,510,9358,1,1,0,0,0,0,Churned
240,2580.3,29.04,62.5,1200063.02,2274,94118,1,1,1,0,0,1,Active
243,117.272,0,1.25,12.7539,2714,7405,0,0,0,0,0,0,Churned
256,142.57,0,3.75,160.3643,6569,615,1,1,0,0,0,1,Active
314,1562.18,4.15,21.25,1161910.131,262,15292,1,1,1,0,0,1,Active
423,3608.22,224.04,50,4119552.577,17103,13308,1,1,0,0,0,1,Active
439,2749.94,29.46,230,4745351.069,15086,3291,1,1,0,0,0,1,Active
678,340.4488,21.98,10,120831.5244,3014,9499,1,1,0,0,0,1,Churned
714,417.2188,18.97,31.25,91833.8486,744,5891,1,1,0,0,0,0,Active
741,969.7084,100.62,0,38622.8975,12652,1857,1,1,0,0,0,1,Active
744,301.7,27.32,0,1169.4277,260,8962,0,0,0,1,0,0,Churned
759,1873.06,69.57,412.5,6666974.778,7616,20753,1,1,1,0,1,0,Active
787,65.4384,16.73,3.75,75.5009,874,2151,0,0,0,0,0,0,Churned
793,1274.08,18.09,31.25,9882732.086,7635,37441,0,0,0,0,0,1,Churned
811,668.41,2.39,11.25,1024499.979,2445,7476,0,0,0,1,1,0,Churned
812,493.28,26.29,0,51854.8193,0,179,1,0,0,0,0,0,Churned
833,919.28,38.27,0,285931.5283,0,23876,1,1,0,0,0,0,Churned
851,314.76,52.25,53.75,121679.9102,1095,2301,1,1,0,0,0,0,Active
862,334.832,27.23,23.75,4962.2451,2553,4908,0,0,0,0,0,1,Churned
872,388.5292,8.75,40,272055.3193,1024,608,1,1,0,1,0,0,Active
894,9969.21,127.46,2621.25,32403873.11,10617,42342,1,1,0,0,0,1,Churned
904,331.758,0.87,86.25,545301.8906,369,1869,1,1,0,1,0,0,Active
906,589.12,64.09,16.25,924490.5791,1167,3501,1,1,1,0,0,0,Churned
925,1057.1,26.43,2.5,996269.374,1238,11025,1,1,0,0,0,1,Active
958,83.15,0,23.75,383647.7041,0,609,0,0,0,0,0,0,Churned
961,445.6592,20.03,37.5,77131.1015,4143,8818,0,0,0,0,0,1,Active
968,133.894,18.48,23.75,154994.9707,12,1168,0,1,0,0,0,0,Churned
976,135.5948,22.07,6.25,28.6211,762,3000,1,1,0,0,0,0,Churned
983,332.0084,21.51,91.25,112226.2578,6018,5904,1,1,0,1,0,1,Churned
984,461.908,13.29,3.75,1024847.318,0,358,1,1,0,0,0,1,Active
986,41.5704,8.92,25,11633.4287,0,179,1,1,0,0,0,0,Churned
1002,272.262,12.24,5,170561.3701,2572,1657,0,0,0,1,0,0,Active
1034,190.672,28.77,40,9054.3545,0,893,0,0,0,0,0,0,Active
1037,535.596,19.88,7.5,261020.0381,9782,5690,1,1,0,0,0,1,Active
1064,503.31,23.19,12.5,587881.6592,1024,4276,0,0,0,0,0,0,Churned
1092,135.3824,1.75,0,365237.5078,24,4893,0,0,1,0,1,0,Churned
1103,468.98,61.33,51.25,453745.4395,131,2327,1,1,0,0,0,0,Churned
1110,191.106,11.97,0,20623.2764,6822,0,0,0,0,1,0,1,Churned
1121,172.484,33.12,16.25,200690.9639,4131,4761,1,1,0,1,0,1,Churned
1144,291.03,18.31,1.25,26.0684,2714,8978,1,1,0,0,1,0,Active
1145,992.4124,74.09,26.25,1104.9473,35499,26258,0,0,0,0,0,1,Active
1159,280.126,1.75,3.75,13.1885,4595,8831,0,0,0,0,0,1,Active
1160,603.59,17.21,23.75,2040654.463,144,20668,1,1,0,0,0,0,Churned
1165,797.034,0,11.25,102643.6465,34495,17608,1,1,0,0,0,1,Active
1167,680.2124,1.75,20,22695.707,12642,5095,0,0,0,0,0,1,Active
1192,1703.49,1.75,43.75,40875671.73,3667,24131,1,1,0,0,0,0,Active
1192,1464.32,41.79,191.25,57834827.73,1522,2764,1,1,0,0,0,1,Active
1198,2488.438,25.54,60,1213104.434,20034,49598,1,1,0,0,0,0,Churned
1207,20.556,4.78,0,71.0518,0,358,0,0,0,0,0,0,Churned
1217,642.812,40,10,409.293,1762,25464,0,0,0,0,1,0,Churned
1231,1447.6688,7.88,253.75,10585665.99,46590,26259,1,1,0,0,0,1,Active
1234,672.95,35.15,30,545083.1172,3012,3108,1,1,0,1,0,1,Active
1396,1359.4716,2.4,386.25,2107391.689,0,895,1,1,0,0,0,1,Active
1494,1150.9268,15.75,31.25,990555.9746,7360,26823,1,1,0,1,0,1,Active
1520,972.38,10.5,25,1648876.463,0,2883,1,1,0,0,0,1,Active
1542,2418.12,56.09,1.25,0.1484,55390,119769,0,0,0,1,0,0,Churned
1547,358.7356,3.5,91.25,32895.041,5130,12911,0,0,1,0,0,0,Active
1618,1111.08,14,0,1403.2412,0,858,1,1,1,0,0,1,Active
1682,51.674,9.79,11.25,1803.3721,0,989,0,0,0,0,0,0,Churned
1691,886.4432,55.22,11.25,355675.6787,1811,16222,0,0,0,1,0,1,Churned
1706,510.704,1.2,45,45768537.48,560,2957,1,1,0,0,0,1,Churned
1851,1835.58,138.2,140,683233.4356,12564,79683,1,1,0,0,0,0,Churned
1885,315.7644,51.3,17.5,61396.4766,2378,15851,1,1,1,0,0,1,Churned
1998,1546.5,105.87,383.75,3277169.367,15043,6452,1,1,0,0,0,1,Active
2009,1612.4152,33.25,356.25,3120661.275,3131,12498,1,1,1,0,0,0,Active
2009,1083.6036,5.98,68.75,1874757.089,0,0,1,1,0,1,0,1,Churned
2028,756.5508,22.17,16.25,75684.2656,5873,34392,1,1,1,0,0,1,Churned
2040,42.03,0,0,221085.9531,0,1965,0,0,0,0,0,0,Churned
2128,364,43.38,71.25,2743.7519,3880,12629,1,0,0,0,1,0,Churned
2143,1673.1028,4.1,0,1379.2822,74820,35214,0,0,0,0,0,1,Active
2195,715.7564,21,0,109143.5322,2175,9900,0,0,0,1,0,1,Active
2237,499.6376,5.25,30,5772188.781,609,17784,0,1,0,0,0,1,Active
2247,1544.3024,56.62,71.25,394455.7041,9552,43474,1,1,1,0,0,1,Churned
2252,535.63,1.75,7.5,1919857.372,8820,23657,0,0,0,0,0,0,Active
2252,231.5012,0,3.75,24.999,10344,1345,0,0,0,1,0,1,Churned
2262,234.85,3.5,5,94.2988,10105,5931,0,0,0,0,0,0,Active
2471,1777.09,6.12,0,385583.7412,738,179,1,1,0,0,0,1,Churned
2501,1741.7756,34.2,0,125832.7148,23807,46099,1,1,1,0,0,1,Active
2505,3445.95,244.28,320,571193.6367,75699,129418,1,1,0,0,0,1,Churned
2582,1509.2584,36.02,500,2090914.213,2334,12636,1,0,1,0,0,0,Active
2598,1485.48,144.97,126.25,1556823.368,3048,1108,1,1,0,0,0,1,Active
2618,66.2908,24.37,7.5,373.5928,432,1144,0,0,0,0,0,0,Churned
2747,1001.032,1.75,53.75,14016501.09,3513,12321,1,1,1,0,0,1,Active
2772,1592.804,29.46,47.5,283629.3047,23264,73117,1,1,0,0,0,1,Active
2866,3778.3,0.01,0,75585.1163,0,26455,1,1,0,0,0,1,Active
2971,832.7248,9.62,2.5,103008.5605,37401,29553,0,0,0,0,0,1,Active
3188,580.604,77.05,3.75,45.5146,3523,28880,0,0,0,1,1,0,Churned
3482,1313.1,0,0,10409369.54,0,0,1,1,0,1,0,1,Active
